"Address","Suffix","Street","Side","On Street","Site ID","X","Y","Latitude","Longitude","Species","DBH","Park Name","Multi-Stem"
7309,"","Maple Ave","Front","Maple Ave",1576,872606.012323635,1010823.51507304,38.6095007574,-90.316626819,"Redbud, Eastern (Cercis canadensis)",8," N/A","No"
7309,"","Maple Ave","Front","Maple Ave",1586,872576.654915048,1010832.4747541,38.6095255209,-90.3167294964,"Maple, Sugar (Acer saccharum)",22," N/A","No"
7309,"","Maple Ave","Front","Maple Ave",1596,872488.960120087,1010851.77936759,38.6095790101,-90.3170362609,"Maple, Sugar (Acer saccharum)",20," N/A","No"
7309,"","Maple Ave","Front","Maple Ave",1606,872457.785964642,1010863.62140206,38.6096116979,-90.3171452764,"Maple, Sugar (Acer saccharum)",22," N/A","No"
7324,"","Maple Ave","Front","Maple Ave",1664,872476.946993878,1010825.71021298,38.609507492,-90.3170784842,"Maple, Sugar (Acer saccharum)",38," N/A","No"
7324,"","Maple Ave","Front","Maple Ave",1674,872504.917408785,1010819.76878347,38.6094910242,-90.3169806396,"Maple, Sugar (Acer saccharum)",20," N/A","No"
7330,"","Maple Ave","Front","Maple Ave",1643,872415.833561671,1010843.15165819,38.6095557189,-90.3172922369,"Maple, Sugar (Acer saccharum)",26," N/A","No"
7330,"","Maple Ave","Front","Maple Ave",1654,872437.78638792,1010835.05634331,38.6095333699,-90.3172154666,"Maple, Sugar (Acer saccharum)",26," N/A","No"
7332,"","Maple Ave","Front","Maple Ave",1623,872341.829078435,1010854.1420907,38.6095863019,-90.3175511488,"Maple, Red (Acer rubrum)",18," N/A","No"
7332,"","Maple Ave","Front","Maple Ave",1633,872358.605839501,1010853.3186954,38.6095839493,-90.317492442,"Maple, Red (Acer rubrum)",20," N/A","No"
7336,"","Maple Ave","Front","Maple Ave",1604,872305.254444846,1010860.9233362,38.6096051221,-90.3176790994,"Magnolia, Southern (Magnolia grandiflora)",10," N/A","No"
7336,"","Maple Ave","Front","Maple Ave",1612,872327.198712127,1010857.1116031,38.6095945357,-90.317602329,"Maple, Red (Acer rubrum)",8," N/A","No"
7346,"","Maple Ave","Front","Maple Ave",1594,872224.634679477,1010885.81166145,38.6096739028,-90.3179610662,"Tulip Tree (Liriodendron tulipifera)",20," N/A","No"
7350,"","Maple Ave","Front","Maple Ave",1574,872166.325723223,1010904.76976627,38.6097262775,-90.3181649949,"Maple, Red (Acer rubrum)",14," N/A","No"
7350,"","Maple Ave","Front","Maple Ave",1584,872180.802488521,1010899.31984147,38.6097112337,-90.3181143692,"Maple, Red (Acer rubrum)",11," N/A","No"
7351,"","Maple Ave","Front","Maple Ave",1559,872238.131325115,1011008.89964988,38.6100118192,-90.3179129786,"Maple, Silver (Acer saccharinum)",22," N/A","No"
7351,"","Maple Ave","Front","Maple Ave",1569,872247.878024469,1010991.33342133,38.6099635307,-90.3178789905,"Ash, Green (Fraxinus pennsylvanica)",26," N/A","No"
7351,"","Maple Ave","Front","Maple Ave",1577,872252.601323095,1010984.01547057,38.6099434104,-90.3178625114,"Redbud, Eastern (Cercis canadensis)",1," N/A","Yes"
7351,"","Maple Ave","Front","Maple Ave",1581,872129.440589904,1010953.5129589,38.609860323,-90.3182937419,"Maple, Sugar (Acer saccharum)",8," N/A","No"
7351,"","Maple Ave","Front","Maple Ave",1590,872266.479844489,1010960.59556755,38.6098790256,-90.3178141041,"Maple, Silver (Acer saccharinum)",16," N/A","No"
7351,"","Maple Ave","Front","Maple Ave",1600,872282.728466158,1010929.26684664,38.6097929109,-90.3177574573,"Maple, Silver (Acer saccharinum)",22," N/A","No"
7351,"","Maple Ave","Front","Maple Ave",1610,872285.091579972,1010924.87513507,38.6097808387,-90.3177492177,"Redbud, Eastern (Cercis canadensis)",2," N/A","No"
7351,"","Maple Ave","Front","Maple Ave",1617,872271.878391467,1010909.42539656,38.6097384869,-90.3177955664,"Redbud, Eastern (Cercis canadensis)",3," N/A","No"
7351,"","Maple Ave","Side","Hazel Ave",1529,872172.599900299,1011108.42105491,38.6102854538,-90.3181416259,"Maple, Silver (Acer saccharinum)",22," N/A","No"
7351,"","Maple Ave","Side","Hazel Ave",1542,872210.092310983,1011049.58389372,38.6101236876,-90.3180108232,"Maple, Sugar (Acer saccharum)",8," N/A","No"
7351,"","Maple Ave","Side","Hazel Ave",1550,872226.318165269,1011029.68578887,38.6100689607,-90.3179541763,"Redbud, Eastern (Cercis canadensis)",3," N/A","Yes"
7351,"","Maple Ave","Side","Hazel Ave",1706,872142.776172003,1011158.77369141,38.6104238804,-90.3182456501,"Pear, Callery (Pyrus calleryana)",3," N/A","No"
7351,"","Maple Ave","Side","Hazel Ave",1720,872154.87421889,1011142.67763874,38.6103796161,-90.3182034225,"Pear, Callery (Pyrus calleryana)",3," N/A","No"
7351,"","Maple Ave","Side","Hazel Ave",1724,872163.153394875,1011123.05691477,38.6103256941,-90.3181745841,"Redbud, Eastern (Cercis canadensis)",2," N/A","No"
7356,"","Maple Ave","Front","Maple Ave",1554,872108.835043397,1010922.10631809,38.6097741948,-90.3183660714,"Maple, Red (Acer rubrum)",10," N/A","No"
7356,"","Maple Ave","Front","Maple Ave",1564,872133.296504361,1010916.06739158,38.6097574794,-90.3182805069,"Maple, Silver (Acer saccharinum)",20," N/A","No"
7357,"","Maple Ave","Front","Maple Ave",1592,872066.766867303,1010970.9246152,38.6099084744,-90.3185129572,"Maple, Sugar (Acer saccharum)",13," N/A","No"
7360,"","Maple Ave","Front","Maple Ave",1537,872013.635587015,1010947.48493338,38.6098443991,-90.3186990599,"Sweetgum, Common (Liquidambar styraciflua)",28," N/A","No"
7360,"","Maple Ave","Front","Maple Ave",1545,872038.709439428,1010940.83840178,38.6098260123,-90.3186113563,"Sweetgum, Common (Liquidambar styraciflua)",40," N/A","No"
7363,"","Maple Ave","Front","Maple Ave",1603,872014.989664977,1010984.01151274,38.6099446909,-90.3186940687,"Sweetgum, Common (Liquidambar styraciflua)",24," N/A","No"
7366,"","Maple Ave","Front","Maple Ave",1527,871973.475418164,1010958.76866583,38.609875601,-90.3188395283,"Sweetgum, Common (Liquidambar styraciflua)",32," N/A","No"
7366,"","Maple Ave","Front","Maple Ave",1717,871956.348446237,1010965.02510709,38.6098928735,-90.3188994234,"Sweetgum, Common (Liquidambar styraciflua)",28," N/A","No"
7367,"","Maple Ave","Front","Maple Ave",1613,871990.120408539,1010990.25263426,38.6099619633,-90.3187810592,"Oak, Swamp White (Quercus bicolor)",6," N/A","No"
7367,"","Maple Ave","Front","Maple Ave",1621,871962.596077766,1010999.73510964,38.6099881506,-90.3188773193,"Goldenrain Tree (Koelreuteria paniculata)",7," N/A","No"
7371,"","Maple Ave","Front","Maple Ave",1631,871928.146856378,1011007.98649691,38.6100109948,-90.3189978226,"Sweetgum, Common (Liquidambar styraciflua)",17," N/A","No"
7371,"","Maple Ave","Front","Maple Ave",1641,871910.40229648,1011017.48830135,38.610037182,-90.3190598568,"Sweetgum, Common (Liquidambar styraciflua)",21," N/A","No"
7386,"","Maple Ave","Front","Maple Ave",1697,871773.634400856,1011045.42363257,38.6101146294,-90.3195383049,"Zelkova, Japanese (Zelkova serrata)",12," N/A","No"
7386,"","Maple Ave","Front","Maple Ave",1708,871790.155628726,1011036.32516095,38.6100895565,-90.3194805489,"Zelkova, Japanese (Zelkova serrata)",18," N/A","No"
7390,"","Maple Ave","Front","Maple Ave",1681,871715.336480769,1011059.10698586,38.6101525173,-90.3197422336,"Maple, Red (Acer rubrum)",12," N/A","No"
7390,"","Maple Ave","Front","Maple Ave",1688,871734.692961421,1011058.73917447,38.6101514029,-90.319674495,"Maple, Red (Acer rubrum)",8," N/A","No"
7396,"","Maple Ave","Front","Maple Ave",1671,871663.15651758,1011069.96172466,38.6101826047,-90.3199247712,"Pear, Callery (Pyrus calleryana)",16," N/A","No"
7396,"","Maple Ave","Side","Sutton Blvd",1404,871602.19165553,1011055.39289032,38.6101429279,-90.3201382274,"Maple, Norway (Acer platanoides)",12," N/A","No"
7406,"","Maple Ave","Front","Maple Ave",1240,871460.689164285,1010999.6651712,38.6099906641,-90.3206338187,"Maple, Sugar (Acer saccharum)",11," N/A","No"
7406,"","Maple Ave","Front","Maple Ave",1250,871484.605055097,1010994.66169049,38.6099767966,-90.3205501557,"Hornbeam, American (Carpinus caroliniana)",8," N/A","No"
7412,"","Maple Ave","Front","Maple Ave",1229,871426.262786271,1011007.89471542,38.6100134463,-90.3207542428,"Maple, Sugar (Acer saccharum)",18," N/A","No"
7426,"","Maple Ave","Front","Maple Ave",1220,871250.546303925,1011029.91747614,38.6100748595,-90.3213690395,"Oak, Pin (Quercus palustris)",39," N/A","No"
7427,"","Maple Ave","Front","Maple Ave",1425,871316.793857756,1011049.16505706,38.6101273577,-90.3211370647,"Sweetbay (Magnolia virginiana)",1," N/A","Yes"
7431,"","Maple Ave","Front","Maple Ave",1435,871244.325545727,1011062.37094365,38.6101640074,-90.3213905891,"Maple, Freeman (Acer x freemanii)",4," N/A","No"
7435,"","Maple Ave","Front","Maple Ave",1445,871221.504113357,1011063.40874509,38.610166979,-90.3214704492,"Maple, Freeman (Acer x freemanii)",5," N/A","No"
7437,"","Maple Ave","Front","Maple Ave",1455,871180.921002045,1011071.2658915,38.6101887707,-90.3216124229,"Redbud, Eastern (Cercis canadensis)",1," N/A","Yes"
7445,"","Maple Ave","Front","Maple Ave",1464,871067.523649609,1011084.0320389,38.6102244298,-90.3220091886,"Birch, River (Betula nigra)",1," N/A","No"
7451,"","Maple Ave","Front","Maple Ave",1474,871002.296990505,1011098.69552618,38.6102650416,-90.3222373606,"Oak, Pin (Quercus palustris)",24," N/A","No"
7455,"","Maple Ave","Front","Maple Ave",1485,870975.849312952,1011101.89088956,38.6102739564,-90.3223298969,"Sweetgum, Common (Liquidambar styraciflua)",20," N/A","No"
7461,"","Maple Ave","Front","Maple Ave",1495,870900.490592266,1011111.48483241,38.6103007007,-90.3225935623,"Maple, Sugar (Acer saccharum)",15," N/A","No"
7472,"","Maple Ave","Front","Maple Ave",1208,870886.413835249,1011085.84595019,38.610230373,-90.3226429996,"Maple, Japanese (Acer palmatum)",1," N/A","No"
7481,"","Maple Ave","Front","Maple Ave",1203,870736.357660437,1011137.86205328,38.6103739999,-90.3231677951,"Sweetgum, Common (Liquidambar styraciflua)",24," N/A","No"
7481,"","Maple Ave","Front","Maple Ave",1505,870765.346317264,1011131.7855327,38.6103571609,-90.3230663853,"Maple, Sugar (Acer saccharum)",26," N/A","No"
2300,"","Maplewood Commons Dr","Front","Maplewood Commons Dr",562,868056.221069711,1014369.963895,38.6192628951,-90.3325267589,"Maple, Red (Acer rubrum)",3," N/A","No"
2300,"","Maplewood Commons Dr","Front","Maplewood Commons Dr",574,868055.202345811,1014332.81165344,38.6191608832,-90.3325305618,"Maple, Red (Acer rubrum)",3," N/A","No"
2300,"","Maplewood Commons Dr","Front","Maplewood Commons Dr",581,868055.623073954,1014300.7115625,38.6190727368,-90.3325292941,"Maple, Red (Acer rubrum)",3," N/A","No"
2300,"","Maplewood Commons Dr","Front","Maplewood Commons Dr",589,868054.599082201,1014266.44469017,38.6189786479,-90.332533097,"Maple, Red (Acer rubrum)",2," N/A","No"
2300,"","Maplewood Commons Dr","Front","Maplewood Commons Dr",599,868056.126053237,1014223.52598676,38.6188607889,-90.3325280265,"Maple, Red (Acer rubrum)",2," N/A","No"
2300,"","Maplewood Commons Dr","Front","Maplewood Commons Dr",606,868055.462275016,1014190.34173913,38.618769671,-90.3325305617,"Maple, Red (Acer rubrum)",2," N/A","No"
2300,"","Maplewood Commons Dr","Front","Maplewood Commons Dr",625,868054.08533198,1014151.02448655,38.6186617159,-90.3325356321,"Maple, Red (Acer rubrum)",2," N/A","No"
2300,"","Maplewood Commons Dr","Front","Maplewood Commons Dr",644,868055.596516243,1014116.76204512,38.6185676264,-90.3325305616,"Maple, Red (Acer rubrum)",2," N/A","No"
2300,"","Maplewood Commons Dr","Front","Maplewood Commons Dr",648,868052.401471601,1014081.40891305,38.6184705655,-90.3325419702,"Maple, Red (Acer rubrum)",4," N/A","No"
2300,"","Maplewood Commons Dr","Rear","Laclede Station Rd",508,868807.874097706,1014433.91525864,38.6194347054,-90.3298954807,"Cypress, Bald (Taxodium distichum)",6," N/A","No"
2300,"","Maplewood Commons Dr","Rear","Laclede Station Rd",516,868809.050821457,1014385.22528746,38.6193010007,-90.3298916778,"Cypress, Bald (Taxodium distichum)",8," N/A","No"
2300,"","Maplewood Commons Dr","Rear","Laclede Station Rd",524,868810.91044164,1014358.89886596,38.619228701,-90.3298853397,"Cypress, Bald (Taxodium distichum)",4," N/A","No"
2300,"","Maplewood Commons Dr","Rear","Laclede Station Rd",533,868821.482781239,1014321.40737041,38.6191256986,-90.3298485787,"Cypress, Bald (Taxodium distichum)",4," N/A","No"
2351,"","Maplewood Commons Dr","Side","Bernard Dr",481,867849.292991566,1014210.59930562,38.6188263272,-90.3332520419,"Maple, Red (Acer rubrum)",10," N/A","No"
2351,"","Maplewood Commons Dr","Side","Bernard Dr",488,867815.969611872,1014212.70290851,38.6188322697,-90.3333686631,"Maple, Red (Acer rubrum)",9," N/A","No"
2351,"","Maplewood Commons Dr","Side","Bernard Dr",498,867782.293883372,1014209.39563632,38.618823356,-90.3334865519,"Maple, Red (Acer rubrum)",9," N/A","No"
2351,"","Maplewood Commons Dr","Side","Bernard Dr",658,867954.323667469,1014209.70824103,38.618823356,-90.3328844315,"Maple, Red (Acer rubrum)",8," N/A","No"
2351,"","Maplewood Commons Dr","Side","Bernard Dr",667,867919.191406264,1014210.72636432,38.6188263272,-90.3330073908,"Maple, Red (Acer rubrum)",10," N/A","No"
2351,"","Maplewood Commons Dr","Side","Bernard Dr",678,867886.23805662,1014208.50232826,38.6188203847,-90.3331227444,"Maple, Red (Acer rubrum)",10," N/A","No"
2618,"","Margarette Ave","Front","Margarette Ave",1294,871363.629581825,1012543.7401288,38.6142310919,-90.3209629561,"Pear, Callery (Pyrus calleryana)",15," N/A","No"
2626,"","Margarette Ave","Front","Margarette Ave",1283,871386.682102428,1012319.17560604,38.6136143322,-90.3208838089,"Redbud, Eastern (Cercis canadensis)",2," N/A","No"
2628,"","Margarette Ave","Front","Margarette Ave",1262,871393.302551339,1012267.44893742,38.6134722595,-90.3208609917,"Catalpa, Northern (Catalpa speciosa)",10," N/A","No"
2628,"","Margarette Ave","Front","Margarette Ave",1273,871389.989750528,1012294.63113131,38.6135469174,-90.3208724003,"Catalpa, Northern (Catalpa speciosa)",10," N/A","No"
2637,"","Margarette Ave","Front","Margarette Ave",1304,871388.949542472,1012096.80053185,38.6130036959,-90.3208773917,"Sweetgum, Common (Liquidambar styraciflua)",32," N/A","No"
2639,"","Margarette Ave","Front","Margarette Ave",1315,871389.807635391,1012074.68589589,38.6129429662,-90.3208745395,"Redbud, Eastern (Cercis canadensis)",9," N/A","No"
2639,"","Margarette Ave","Front","Margarette Ave",1324,871393.104231253,1012055.82243389,38.612891151,-90.3208631309,"Redbud, Eastern (Cercis canadensis)",8," N/A","No"
7316,"","Marietta Ave","Front","Marietta Ave",1605,872369.332450951,1011793.77350227,38.6121663054,-90.3174483591,"Redbud, Eastern (Cercis canadensis)",4," N/A","No"
7322,"","Marietta Ave","Front","Marietta Ave",1595,872315.598793786,1011778.24599386,38.6121239613,-90.3176365217,"Pear, Callery (Pyrus calleryana)",14," N/A","No"
7344,"","Marietta Ave","Front","Marietta Ave",1585,872135.07785231,1011713.63494392,38.6119475273,-90.3182687482,"Birch, River (Betula nigra)",2," N/A","No"
7602,"","Marion Ct","Side","Oakland Ave",818,869745.589807923,1010852.60094291,38.6095958832,-90.3266370413,"Oak, Pin (Quercus palustris)",28," N/A","No"
7602,"","Marion Ct","Side","Oakland Ave",826,869739.109436226,1010831.6662958,38.6095384319,-90.3266598585,"Elm, Siberian (Ulmus pumila)",24," N/A","No"
7602,"","Marion Ct","Side","Oakland Ave",834,869737.332411928,1010813.62636077,38.6094889048,-90.3266661966,"Maple, Silver (Acer saccharinum)",22," N/A","No"
2900,"","Marshall Ave","Side","Anna Ave",1553,872650.058591208,1011670.76409358,38.6118269945,-90.3164667466,"Redbud, Eastern (Cercis canadensis)",1," N/A","No"
3102,"X","Marshall Ave","Side","Arbor Ave",1524,872768.707988598,1010657.67785766,38.6090444878,-90.3160586076,"Maple, Silver (Acer saccharinum)",21," N/A","No"
2016,"","Mccready Ave","Front","Mccready Ave",313,870997.5970045,1015450.57792979,38.6222149839,-90.3222243166,"Maple, Silver (Acer saccharinum)",22," N/A","No"
2017,"","Mccready Ave","Front","Mccready Ave",353,870953.261126318,1015393.55032203,38.6220586265,-90.3223798893,"Pear, Callery (Pyrus calleryana)",28," N/A","No"
2017,"","Mccready Ave","Front","Mccready Ave",361,870952.19979469,1015380.56416738,38.6220229733,-90.3223836921,"Pear, Callery (Pyrus calleryana)",17," N/A","No"
2018,"","Mccready Ave","Front","Mccready Ave",308,870990.41474661,1015419.18583324,38.622128822,-90.322249669,"Maple, Silver (Acer saccharinum)",22," N/A","No"
2021,"","Mccready Ave","Front","Mccready Ave",371,870940.723265768,1015322.47410039,38.6218635238,-90.322424256,"Oak, Swamp White (Quercus bicolor)",3," N/A","No"
2022,"","Mccready Ave","Front","Mccready Ave",303,870984.338479764,1015377.69709593,38.6220149297,-90.3222712186,"Ginkgo (Ginkgo biloba)",3," N/A","No"
2023,"","Mccready Ave","Front","Mccready Ave",379,870937.170109924,1015287.12150895,38.6217664674,-90.3224369323,"Pear, Callery (Pyrus calleryana)",16," N/A","No"
2024,"","Mccready Ave","Front","Mccready Ave",298,870978.636204921,1015330.07762554,38.6218842009,-90.3222915006,"Sweetgum, Common (Liquidambar styraciflua)",36," N/A","No"
2025,"","Mccready Ave","Front","Mccready Ave",389,870931.797107069,1015256.45408304,38.6216822857,-90.3224559466,"Pear, Callery (Pyrus calleryana)",12," N/A","No"
2025,"","Mccready Ave","Front","Mccready Ave",397,870927.12956638,1015235.52611487,38.6216248441,-90.3224724257,"Maple, Freeman (Acer x freemanii)",3," N/A","No"
2025,"","Mccready Ave","Front","Mccready Ave",405,870922.168214678,1015179.25170071,38.6214703455,-90.3224901724,"Pear, Callery (Pyrus calleryana)",8," N/A","No"
2025,"","Mccready Ave","Side","Williams Ave",321,870893.98913566,1015143.4906309,38.6213722982,-90.322589047,"Redbud, Eastern (Cercis canadensis)",2," N/A","No"
2025,"","Mccready Ave","Side","Williams Ave",326,870872.633127647,1015137.67859976,38.6213564522,-90.3226638367,"Pear, Callery (Pyrus calleryana)",7," N/A","No"
2025,"","Mccready Ave","Side","Williams Ave",331,870853.076742952,1015137.64082652,38.6213564522,-90.3227322883,"Pear, Callery (Pyrus calleryana)",14," N/A","No"
2025,"","Mccready Ave","Side","Williams Ave",337,870834.97106812,1015136.52384972,38.621353481,-90.3227956694,"Pear, Callery (Pyrus calleryana)",10," N/A","No"
2025,"","Mccready Ave","Side","Williams Ave",343,870801.653477555,1015136.09888035,38.6213524907,-90.3229122906,"Pear, Callery (Pyrus calleryana)",12," N/A","No"
2025,"","Mccready Ave","Side","Williams Ave",350,870788.251644941,1015137.15504797,38.6213554618,-90.3229591926,"Pear, Callery (Pyrus calleryana)",3," N/A","No"
2025,"","Mccready Ave","Side","Williams Ave",357,870775.576210281,1015137.13060443,38.6213554618,-90.3230035594,"Pear, Callery (Pyrus calleryana)",9," N/A","No"
2026,"","Mccready Ave","Front","Mccready Ave",333,870971.814647401,1015299.40743107,38.6218000194,-90.3223155854,"Maple, Red (Acer rubrum)",14," N/A","No"
2030,"","Mccready Ave","Front","Mccready Ave",320,870960.01366247,1015221.84028323,38.6215870892,-90.3223574169,"Oak, Pin (Quercus palustris)",28," N/A","No"
2030,"","Mccready Ave","Front","Mccready Ave",325,870968.616004624,1015268.02287285,38.621713857,-90.322326994,"Maple, Red (Acer rubrum)",12," N/A","No"
2030,"","Mccready Ave","Side","Williams Ave",309,871061.407389015,1015196.90647349,38.6215180837,-90.3220026863,"Pear, Callery (Pyrus calleryana)",14," N/A","No"
2030,"","Mccready Ave","Side","Williams Ave",314,870982.514975764,1015167.1784866,38.6214368729,-90.3222790279,"Pear, Callery (Pyrus calleryana)",9," N/A","No"
7200,"X","Moller Ave","Side","Union Pacific Rr",1525,873195.868390994,1011108.28130818,38.61027945,-90.3145605305,"Walnut, Black (Juglans nigra)",1," N/A","Yes"
7200,"X","Moller Ave","Side","Union Pacific Rr",1540,873202.376530965,1011114.06610131,38.6102952985,-90.3145377133,"Walnut, Black (Juglans nigra)",1," N/A","Yes"
7302,"","Myrtle Ave","Front","Myrtle Ave",1575,872587.622866413,1011501.37091815,38.6113621968,-90.316686439,"Dogwood, Silky (Cornus amomum)",1," N/A","Yes"
7306,"","Myrtle Ave","Front","Myrtle Ave",1557,872523.216748775,1011479.26086293,38.6113018373,-90.3169119965,"Maple, Red (Acer rubrum)",7," N/A","No"
7306,"","Myrtle Ave","Front","Myrtle Ave",1565,872537.036208413,1011485.44325804,38.611318738,-90.3168635892,"Maple, Sugar (Acer saccharum)",4," N/A","No"
7312,"","Myrtle Ave","Front","Myrtle Ave",1536,872466.161997856,1011460.09646638,38.6112495256,-90.3171118054,"Maple, Red (Acer rubrum)",9," N/A","No"
7312,"","Myrtle Ave","Front","Myrtle Ave",1547,872482.628944565,1011466.87028587,38.6112680359,-90.3170541286,"Maple, Red (Acer rubrum)",5," N/A","No"
7316,"","Myrtle Ave","Front","Myrtle Ave",1531,872432.342284065,1011448.01252861,38.611216529,-90.3172302489,"Redbud, Eastern (Cercis canadensis)",8," N/A","No"
7321,"","Myrtle Ave","Front","Myrtle Ave",1615,872387.346062811,1011465.45772143,38.611264678,-90.3173876012,"Dogwood, Silky (Cornus amomum)",2," N/A","No"
7326,"","Myrtle Ave","Front","Myrtle Ave",1716,872317.354791623,1011407.044661,38.6111046623,-90.3176329565,"Maple, Freeman (Acer x freemanii)",8," N/A","No"
7327,"","Myrtle Ave","Front","Myrtle Ave",1622,872349.655604278,1011453.18583075,38.6112311861,-90.3175195923,"Plum (Prunus species)",3," N/A","No"
7327,"","Myrtle Ave","Front","Myrtle Ave",1632,872331.427517717,1011444.0638906,38.6112062374,-90.3175834487,"Plum (Prunus species)",2," N/A","No"
7332,"","Myrtle Ave","Front","Myrtle Ave",1707,872285.002917069,1011396.72233507,38.6110764944,-90.3177462502,"Maple, Silver (Acer saccharinum)",36," N/A","No"
7333,"","Myrtle Ave","Front","Myrtle Ave",1642,872294.664212345,1011432.26736335,38.6111740456,-90.3177121916,"Plum (Prunus species)",2," N/A","No"
7333,"","Myrtle Ave","Front","Myrtle Ave",1652,872282.021257812,1011426.38050723,38.6111579497,-90.3177564791,"Plum (Prunus species)",2," N/A","No"
7336,"","Myrtle Ave","Front","Myrtle Ave",1691,872207.948644672,1011371.07080416,38.611006477,-90.3180160953,"Maple, Sugar (Acer saccharum)",12," N/A","No"
7336,"","Myrtle Ave","Front","Myrtle Ave",1700,872232.063272958,1011379.91126682,38.611030621,-90.31793164,"Maple, Sugar (Acer saccharum)",16," N/A","No"
7337,"","Myrtle Ave","Front","Myrtle Ave",1662,872240.254343905,1011414.86720557,38.6111265626,-90.317902731,"Plum (Prunus species)",2," N/A","No"
7337,"","Myrtle Ave","Front","Myrtle Ave",1673,872224.372983274,1011409.56012724,38.6111120763,-90.3179583479,"Plum (Prunus species)",2," N/A","No"
7343,"","Myrtle Ave","Front","Myrtle Ave",1684,872192.313045995,1011400.41084856,38.6110871275,-90.3180706117,"Sweetgum, Common (Liquidambar styraciflua)",15," N/A","No"
7343,"","Myrtle Ave","Front","Myrtle Ave",1695,872177.607678657,1011395.69230252,38.6110742508,-90.3181221089,"Sweetgum, Common (Liquidambar styraciflua)",15," N/A","No"
7346,"","Myrtle Ave","Front","Myrtle Ave",1680,872142.36021519,1011351.23631356,38.6109523698,-90.3182457725,"Maple, Silver (Acer saccharinum)",21," N/A","No"
7346,"","Myrtle Ave","Side","Hazel Ave",1651,872110.557750727,1011277.41375441,38.6107498317,-90.3183575826,"Redbud, Eastern (Cercis canadensis)",3," N/A","No"
7346,"","Myrtle Ave","Side","Hazel Ave",1660,872101.356431302,1011294.03401873,38.6107955196,-90.3183896693,"Redbud, Eastern (Cercis canadensis)",2," N/A","No"
7346,"","Myrtle Ave","Side","Hazel Ave",1670,872093.38319717,1011307.81599205,38.6108334071,-90.3184174778,"Redbud, Eastern (Cercis canadensis)",2," N/A","No"
7347,"","Myrtle Ave","Front","Myrtle Ave",1709,872142.317435477,1011383.01961874,38.6110396445,-90.318245702,"Redbud, Eastern (Cercis canadensis)",1," N/A","No"
7349,"","Myrtle Ave","Front","Myrtle Ave",1718,872082.322742599,1011362.0916393,38.6109825038,-90.3184558104,"Sweetgum, Common (Liquidambar styraciflua)",34," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",710,869893.776523314,1011829.49054819,38.6122775766,-90.3261119674,"Oak, Pin (Quercus palustris)",27," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",713,869878.068304024,1011720.65904511,38.6119788155,-90.3261676636,"Cypress, Bald (Taxodium distichum)",12," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",716,869874.669550605,1011698.37817969,38.6119176517,-90.326179706,"Cypress, Bald (Taxodium distichum)",13," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",719,869871.266736836,1011678.23906311,38.6118623689,-90.3261917484,"Cypress, Bald (Taxodium distichum)",14," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",723,869865.749821971,1011638.81993584,38.6117541558,-90.3262113174,"Cypress, Bald (Taxodium distichum)",16," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",728,869865.781443289,1011622.11412279,38.6117082828,-90.3262113174,"Cypress, Bald (Taxodium distichum)",16," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",733,869859.793855153,1011604.11183812,38.611658881,-90.3262323916,"Cypress, Bald (Taxodium distichum)",13," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",737,869858.111487813,1011583.97590781,38.6116035981,-90.3262384128,"Cypress, Bald (Taxodium distichum)",24," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",743,869855.588337151,1011553.55780611,38.6115200854,-90.3262474446,"Cypress, Bald (Taxodium distichum)",18," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",749,869850.456883976,1011537.69887037,38.6114765647,-90.3262655083,"Cypress, Bald (Taxodium distichum)",14," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",755,869846.620669562,1011519.27224494,38.6114259866,-90.326279056,"Cypress, Bald (Taxodium distichum)",21," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",762,869844.499252425,1011503.84735613,38.611383642,-90.3262865825,"Cypress, Bald (Taxodium distichum)",18," N/A","No"
2801,"","Oakland Ave","Front","Oakland Ave",769,869838.949845104,1011481.56224418,38.6113224777,-90.3263061514,"Cypress, Bald (Taxodium distichum)",19," N/A","No"
2801,"","Oakland Ave","Rear","Burgess Ave",645,869492.783793634,1011512.41854816,38.6114089987,-90.3275174318,"Maple, Red (Acer rubrum)",8," N/A","No"
2801,"","Oakland Ave","Rear","Burgess Ave",655,869497.843426929,1011538.88784881,38.6114816552,-90.3274995504,"Maple, Red (Acer rubrum)",8," N/A","No"
2801,"","Oakland Ave","Rear","Burgess Ave",662,869499.841272939,1011563.31600526,38.6115487227,-90.3274923979,"Maple, Sugar (Acer saccharum)",14," N/A","No"
2801,"","Oakland Ave","Rear","Burgess Ave",670,869505.932316798,1011584.69878425,38.6116074067,-90.3274709403,"Maple, Sugar (Acer saccharum)",14," N/A","No"
